id_evaluacion,id_registro,id_usuario,nombre,edad,genero,id_contexto,origen,actividad,ubicacion,descripcion,fecha_hora,valencia,activacion,comentario,intensidad,intensidad_normalizada,cuadrante,etiqueta_emocional
101,5842,2,Bruno Gómez,39,M,6,Plataforma virtual,Reentrega corregida,Aula virtual,Nueva entrega luego de revisar observaciones o errores previos.,2026-05-24 10:33:00,0.88,-0.89,Se mostró motivado durante la tarea,1.2515989773086267,0.8850141241810777,Positiva-Baja,Calmo
102,2872,3,Carla Rodríguez,40,F,7,Plataforma virtual,Carga de proyecto parcial,Aula virtual,Subida de avances del proyecto integrador para revisión.,2026-05-18 11:56:00,-0.38,0.44,No logró completar la actividad a tiempo,0.5813776741499453,0.41109609582188933,Negativa-Alta,Frustrado
103,2788,4,Diego Fernández,26,M,8,Plataforma virtual,Entrega final de módulo,Aula virtual,Entrega de producto final correspondiente a una unidad del curso.,2026-04-09 13:51:00,-0.59,0.49,Tuvo dudas persistentes sobre la consigna,0.7669419795525604,0.5423098745182499,Negativa-Alta,Frustrado
104,106,5,Elena Silva,32,F,9,Actividad presencial,Trabajo en pares,Aula taller,Resolución de una consigna breve junto a otro estudiante.,2026-05-10 10:55:00,0.37,-0.32,Terminó la actividad con seguridad,0.48918299234540036,0.3459046111285595,Positiva-Baja,Calmo
105,1145,6,Federico Martínez,34,M,10,Actividad presencial,Trabajo en equipo,Aula taller,Construcción colaborativa de una solución de programación.,2026-05-07 10:36:00,0.26,0.66,Completó una etapa intermedia,0.7093659140387281,0.5015974481593781,Positiva-Alta,Tenso
106,23,7,Gabriela López,35,F,11,Actividad presencial,Revisión cruzada entre pares,Aula taller,Lectura y comentario del código producido por otros estudiantes.,2026-05-21 13:14:00,-0.18,0.45,Completó una etapa intermedia,0.48466483264210536,0.34270978976387584,Negativa-Alta,Alerta
107,4928,8,Hernán Cardozo,42,M,12,Actividad presencial,Debate de soluciones,Aula taller,Comparación grupal de distintas estrategias para resolver un problema.,2026-04-26 12:33:00,0.44,0.46,Recibió una devolución positiva,0.6365532185135819,0.45011109739707594,Positiva-Alta,Entusiasta
108,5727,9,Inés Acosta,36,F,1,Aplicación educativa,Práctica guiada de variables,Laboratorio de informática,"Actividad introductoria para declarar variables, tipos de datos y operaciones simples.",2026-05-14 16:59:00,0.97,0.95,Avanzó sin mayores dificultades,1.3577186748365804,0.960052081920559,Positiva-Alta,Entusiasta
109,2137,10,Joaquín Suárez,25,M,2,Aplicación educativa,Ejercicio de condicionales,Laboratorio de informática,"Resolución de problemas con estructuras if, elif y else.",2026-05-15 09:55:00,-0.37,0.46,Tuvo dudas persistentes sobre la consigna,0.5903388857258177,0.41743262929483604,Negativa-Alta,Frustrado
110,3124,11,Lucía Méndez,22,F,3,Aplicación educativa,Ejercicio de bucles,Laboratorio de informática,Práctica con ciclos for y while para recorrer datos.,2026-05-10 17:07:00,0.07,0.14,Realizó la actividad sin comentarios especiales,0.15652475842498528,0.11067971810589328,Centro,Neutro
111,22,12,Martín Castro,39,M,4,Aplicación educativa,Práctica de funciones,Laboratorio de informática,"Diseño de funciones con parámetros, retorno y responsabilidad única.",2026-04-01 14:48:00,-0.5,0.6,Se sintió presionado por el tiempo,0.7810249675906654,0.552268050859363,Negativa-Alta,Frustrado
112,1616,13,Natalia Ramos,36,F,5,Plataforma virtual,Entrega de tarea individual,Aula virtual,Carga de una solución individual en la plataforma institucional.,2026-05-02 14:07:00,-0.07,0.14,Revisó materiales del curso,0.15652475842498528,0.11067971810589328,Centro,Neutro
113,1301,14,Octavio Varela,37,M,6,Plataforma virtual,Reentrega corregida,Aula virtual,Nueva entrega luego de revisar observaciones o errores previos.,2026-05-15 11:47:00,0.42,0.28,Avanzó sin mayores dificultades,0.5047771785649585,0.35693136595149494,Positiva-Alta,Calmo
114,2135,15,Paula Costa,22,F,7,Plataforma virtual,Carga de proyecto parcial,Aula virtual,Subida de avances del proyecto integrador para revisión.,2026-04-23 11:51:00,0.13,0.72,Completó una etapa intermedia,0.7316419889536139,0.5173490117899134,Positiva-Alta,Tenso
115,1876,16,Rafael Sosa,18,M,8,Plataforma virtual,Entrega final de módulo,Aula virtual,Entrega de producto final correspondiente a una unidad del curso.,2026-05-08 10:13:00,-0.26,0.23,Realizó la actividad sin comentarios especiales,0.34713109915419565,0.24545875417267154,Centro,Neutro
116,3591,18,Tomás Moreira,19,M,10,Actividad presencial,Trabajo en equipo,Aula taller,Construcción colaborativa de una solución de programación.,2026-05-03 16:21:00,-0.28,0.98,Revisó materiales del curso,1.0192153844992726,0.72069410986909,Negativa-Alta,Tenso
117,804,19,Valentina Benítez,32,F,11,Actividad presencial,Revisión cruzada entre pares,Aula taller,Lectura y comentario del código producido por otros estudiantes.,2026-05-03 11:30:00,0.23,0.72,Completó una etapa intermedia,0.7558438992278762,0.5344623466625127,Positiva-Alta,Tenso
118,3324,20,Agustín Álvarez,18,M,12,Actividad presencial,Debate de soluciones,Aula taller,Comparación grupal de distintas estrategias para resolver un problema.,2026-05-20 11:53:00,0.39,0.65,Recibió una devolución positiva,0.7580237463298891,0.5360037313302959,Positiva-Alta,Entusiasta
119,2054,21,Camila Torres,41,F,1,Aplicación educativa,Práctica guiada de variables,Laboratorio de informática,"Actividad introductoria para declarar variables, tipos de datos y operaciones simples.",2026-04-07 11:22:00,-0.31,0.33,No logró completar la actividad a tiempo,0.45276925690687087,0.32015621187164245,Negativa-Alta,Frustrado
120,4834,22,Emiliano Ferreira,24,M,2,Aplicación educativa,Ejercicio de condicionales,Laboratorio de informática,"Resolución de problemas con estructuras if, elif y else.",2026-05-12 10:22:00,-0.34,0.67,Tuvo dificultades para avanzar,0.7513321502504735,0.5312720583655798,Negativa-Alta,Frustrado
121,4995,23,Florencia Molina,33,F,3,Aplicación educativa,Ejercicio de bucles,Laboratorio de informática,Práctica con ciclos for y while para recorrer datos.,2026-04-09 16:39:00,0.54,-0.36,Encontró una solución funcional,0.6489992295835181,0.4589117562233506,Positiva-Baja,Calmo
122,3043,24,Ignacio Ríos,32,M,4,Aplicación educativa,Práctica de funciones,Laboratorio de informática,"Diseño de funciones con parámetros, retorno y responsabilidad única.",2026-05-16 15:59:00,-0.24,0.81,Registró una respuesta breve,0.8448076704197235,0.5973692325521963,Negativa-Alta,Tenso
123,445,25,Julieta Cabrera,34,F,5,Plataforma virtual,Entrega de tarea individual,Aula virtual,Carga de una solución individual en la plataforma institucional.,2026-05-26 12:48:00,0.49,0.28,Terminó la actividad con seguridad,0.5643580423808985,0.39906139878469826,Positiva-Alta,Calmo
124,4291,1,Ana Pérez,35,F,6,Plataforma virtual,Reentrega corregida,Aula virtual,Nueva entrega luego de revisar observaciones o errores previos.,2026-05-25 15:57:00,0.38,0.17,Se mostró motivado durante la tarea,0.41629316592997295,0.2943637205907005,Positiva-Alta,Calmo
125,5393,2,Bruno Gómez,39,M,7,Plataforma virtual,Carga de proyecto parcial,Aula virtual,Subida de avances del proyecto integrador para revisión.,2026-05-28 09:17:00,0.45,0.14,Avanzó sin mayores dificultades,0.4712748667179272,0.33324165405903267,Positiva-Alta,Calmo
126,2792,4,Diego Fernández,26,M,9,Actividad presencial,Trabajo en pares,Aula taller,Resolución de una consigna breve junto a otro estudiante.,2026-04-28 16:11:00,0.42,0.18,Recibió una devolución positiva,0.4569463863518345,0.3231098884280702,Positiva-Alta,Calmo
127,2273,5,Elena Silva,32,F,10,Actividad presencial,Trabajo en equipo,Aula taller,Construcción colaborativa de una solución de programación.,2026-05-30 10:50:00,0.17,-0.03,Completó una etapa intermedia,0.1726267650163207,0.12206555615733704,Centro,Neutro
128,5306,6,Federico Martínez,34,M,11,Actividad presencial,Revisión cruzada entre pares,Aula taller,Lectura y comentario del código producido por otros estudiantes.,2026-05-09 16:04:00,-0.12,0.98,Continuó trabajando con apoyo parcial,0.9873196037757985,0.6981403870282823,Negativa-Alta,Tenso
129,5397,7,Gabriela López,35,F,12,Actividad presencial,Debate de soluciones,Aula taller,Comparación grupal de distintas estrategias para resolver un problema.,2026-04-20 15:01:00,-0.01,0.53,Completó una etapa intermedia,0.5300943312279429,0.37483329627982626,Negativa-Alta,Alerta
130,5978,8,Hernán Cardozo,42,M,1,Aplicación educativa,Práctica guiada de variables,Laboratorio de informática,"Actividad introductoria para declarar variables, tipos de datos y operaciones simples.",2026-05-03 12:40:00,-0.38,-0.44,Mostró frustración ante errores repetidos,0.5813776741499453,0.41109609582188933,Negativa-Baja,Triste
131,2144,9,Inés Acosta,36,F,2,Aplicación educativa,Ejercicio de condicionales,Laboratorio de informática,"Resolución de problemas con estructuras if, elif y else.",2026-04-24 10:38:00,0.02,0.27,Completó una etapa intermedia,0.2707397274136177,0.19144189719076646,Centro,Neutro
132,642,11,Lucía Méndez,22,F,4,Aplicación educativa,Práctica de funciones,Laboratorio de informática,"Diseño de funciones con parámetros, retorno y responsabilidad única.",2026-04-13 08:25:00,0.0,0.68,Registró una respuesta breve,0.68,0.48083261120685233,Positiva-Alta,Tenso
133,5094,12,Martín Castro,39,M,5,Plataforma virtual,Entrega de tarea individual,Aula virtual,Carga de una solución individual en la plataforma institucional.,2026-05-11 12:40:00,0.27,0.26,Realizó la actividad sin comentarios especiales,0.37483329627982626,0.2650471656139714,Centro,Neutro
134,4276,13,Natalia Ramos,36,F,6,Plataforma virtual,Reentrega corregida,Aula virtual,Nueva entrega luego de revisar observaciones o errores previos.,2026-04-03 15:11:00,-0.26,0.39,Completó una etapa intermedia,0.4687216658103186,0.33143626838353096,Negativa-Alta,Alerta
135,4581,14,Octavio Varela,37,M,7,Plataforma virtual,Carga de proyecto parcial,Aula virtual,Subida de avances del proyecto integrador para revisión.,2026-04-08 09:09:00,0.52,-0.28,Avanzó sin mayores dificultades,0.590592922409336,0.41761226035642196,Positiva-Baja,Calmo
136,3063,15,Paula Costa,22,F,8,Plataforma virtual,Entrega final de módulo,Aula virtual,Entrega de producto final correspondiente a una unidad del curso.,2026-04-22 10:34:00,0.23,-0.02,Realizó la actividad sin comentarios especiales,0.2308679276123039,0.16324827717314505,Centro,Neutro
137,2035,16,Rafael Sosa,18,M,9,Actividad presencial,Trabajo en pares,Aula taller,Resolución de una consigna breve junto a otro estudiante.,2026-05-10 14:03:00,0.14,0.18,Sin comentario,0.2280350850198276,0.161245154965971,Centro,Neutro
138,4011,17,Sofía Díaz,19,F,10,Actividad presencial,Trabajo en equipo,Aula taller,Construcción colaborativa de una solución de programación.,2026-04-22 10:12:00,-0.14,0.23,Registró una respuesta breve,0.26925824035672524,0.19039432764659772,Centro,Neutro
139,5708,18,Tomás Moreira,19,M,11,Actividad presencial,Revisión cruzada entre pares,Aula taller,Lectura y comentario del código producido por otros estudiantes.,2026-05-29 14:47:00,-0.93,0.9,Mostró frustración ante errores repetidos,1.2941792766073794,0.9151229425601786,Negativa-Alta,Frustrado
140,4174,19,Valentina Benítez,32,F,12,Actividad presencial,Debate de soluciones,Aula taller,Comparación grupal de distintas estrategias para resolver un problema.,2026-04-03 08:56:00,0.38,-0.32,Recibió una devolución positiva,0.49678969393496886,0.35128336140500593,Positiva-Baja,Calmo
141,5297,20,Agustín Álvarez,18,M,1,Aplicación educativa,Práctica guiada de variables,Laboratorio de informática,"Actividad introductoria para declarar variables, tipos de datos y operaciones simples.",2026-05-06 17:29:00,0.33,0.17,Encontró una solución funcional,0.3712142238654117,0.26248809496813374,Positiva-Alta,Calmo
142,4958,21,Camila Torres,41,F,2,Aplicación educativa,Ejercicio de condicionales,Laboratorio de informática,"Resolución de problemas con estructuras if, elif y else.",2026-05-09 09:29:00,0.2,0.44,Registró una respuesta breve,0.4833218389437829,0.34176014981270125,Positiva-Alta,Alerta
143,1836,22,Emiliano Ferreira,24,M,3,Aplicación educativa,Ejercicio de bucles,Laboratorio de informática,Práctica con ciclos for y while para recorrer datos.,2026-04-14 13:12:00,0.02,0.21,Completó una etapa intermedia,0.21095023109728983,0.14916433890176295,Centro,Neutro
144,1293,23,Florencia Molina,33,F,4,Aplicación educativa,Práctica de funciones,Laboratorio de informática,"Diseño de funciones con parámetros, retorno y responsabilidad única.",2026-04-25 13:43:00,0.45,0.66,Recibió una devolución positiva,0.798811617341661,0.564845111512882,Positiva-Alta,Entusiasta
145,2696,24,Ignacio Ríos,32,M,5,Plataforma virtual,Entrega de tarea individual,Aula virtual,Carga de una solución individual en la plataforma institucional.,2026-05-15 12:51:00,0.15,-0.28,Sin comentario,0.31764760348537185,0.22461077445216204,Centro,Neutro
146,298,25,Julieta Cabrera,34,F,6,Plataforma virtual,Reentrega corregida,Aula virtual,Nueva entrega luego de revisar observaciones o errores previos.,2026-04-04 17:52:00,0.2,-0.42,Completó una etapa intermedia,0.46518813398452025,0.32893768406797047,Positiva-Baja,Cansado
147,3017,1,Ana Pérez,35,F,7,Plataforma virtual,Carga de proyecto parcial,Aula virtual,Subida de avances del proyecto integrador para revisión.,2026-05-17 11:27:00,0.23,0.8,Revisó materiales del curso,0.8324061508662703,0.588600033978932,Positiva-Alta,Tenso
148,644,2,Bruno Gómez,39,M,8,Plataforma virtual,Entrega final de módulo,Aula virtual,Entrega de producto final correspondiente a una unidad del curso.,2026-05-02 10:32:00,-0.32,0.13,Se bloqueó durante la ejecución del código,0.3453983207834109,0.24423349483639625,Negativa-Alta,Triste
149,5673,3,Carla Rodríguez,40,F,9,Actividad presencial,Trabajo en pares,Aula taller,Resolución de una consigna breve junto a otro estudiante.,2026-05-14 08:46:00,-0.94,-0.81,Tuvo dudas persistentes sobre la consigna,1.2408464852672147,0.8774109641439409,Negativa-Baja,Triste
150,3182,5,Elena Silva,32,F,11,Actividad presencial,Revisión cruzada entre pares,Aula taller,Lectura y comentario del código producido por otros estudiantes.,2026-05-08 11:43:00,0.52,0.74,Terminó la actividad con seguridad,0.904433524367601,0.6395310782127792,Positiva-Alta,Entusiasta
151,1234,6,Federico Martínez,34,M,12,Actividad presencial,Debate de soluciones,Aula taller,Comparación grupal de distintas estrategias para resolver un problema.,2026-05-06 09:18:00,0.31,0.18,Avanzó sin mayores dificultades,0.3584689665786984,0.25347583711273153,Positiva-Alta,Calmo
152,5656,7,Gabriela López,35,F,1,Aplicación educativa,Práctica guiada de variables,Laboratorio de informática,"Actividad introductoria para declarar variables, tipos de datos y operaciones simples.",2026-05-04 16:16:00,0.15,0.99,Revisó materiales del curso,1.0012991560967182,0.7080254232723567,Positiva-Alta,Tenso
153,4179,8,Hernán Cardozo,42,M,2,Aplicación educativa,Ejercicio de condicionales,Laboratorio de informática,"Resolución de problemas con estructuras if, elif y else.",2026-04-20 10:13:00,-0.55,0.98,Mostró frustración ante errores repetidos,1.1237882362794158,0.794638282490845,Negativa-Alta,Frustrado
154,1237,9,Inés Acosta,36,F,3,Aplicación educativa,Ejercicio de bucles,Laboratorio de informática,Práctica con ciclos for y while para recorrer datos.,2026-05-09 08:39:00,0.04,0.59,Registró una respuesta breve,0.5913543776789008,0.41815069054110143,Positiva-Alta,Alerta
155,4601,10,Joaquín Suárez,25,M,4,Aplicación educativa,Práctica de funciones,Laboratorio de informática,"Diseño de funciones con parámetros, retorno y responsabilidad única.",2026-05-16 13:35:00,0.38,0.25,Se mostró motivado durante la tarea,0.45486261662176636,0.32163644072150777,Positiva-Alta,Calmo
156,209,11,Lucía Méndez,22,F,5,Plataforma virtual,Entrega de tarea individual,Aula virtual,Carga de una solución individual en la plataforma institucional.,2026-04-22 09:09:00,-0.42,0.54,Tuvo dificultades para avanzar,0.6841052550594827,0.4837354648979129,Negativa-Alta,Frustrado
157,2155,12,Martín Castro,39,M,6,Plataforma virtual,Reentrega corregida,Aula virtual,Nueva entrega luego de revisar observaciones o errores previos.,2026-04-17 13:47:00,0.01,-0.12,Completó una etapa intermedia,0.12041594578792295,0.085146931829632,Centro,Neutro
